time,pressure
0.0,1013.2477976032981
0.6006006006006006,1013.2481321878987
1.2012012012012012,1013.2490363932044
1.8018018018018018,1013.2472740097509
2.4024024024024024,1013.2489714705104
3.003003003003003,1013.2552519657676
3.6036036036036037,1013.2467559834664
4.2042042042042045,1013.2544596610967
4.804804804804805,1013.2567773755396
5.405405405405405,1013.2491060713945
6.006006006006006,1013.2450440798001
6.606606606606607,1013.2477061675
7.207207207207207,1013.2514585570345
7.807807807807808,1013.2410641123846
8.408408408408409,1013.2572909715011
9.00900900900901,1013.2542698551181
9.60960960960961,1013.2526959713749
10.21021021021021,1013.2531323375658
10.81081081081081,1013.2452295325451
11.411411411411411,1013.2536462954401
12.012012012012011,1013.2403969867968
12.612612612612613,1013.2623796071273
13.213213213213214,1013.244284228614
13.813813813813814,1013.2529794272168
14.414414414414415,1013.2422978999296
15.015015015015015,1013.2549710193907
15.615615615615615,1013.2490761629122
16.216216216216218,1013.2535222939628
16.816816816816818,1013.2491433669021
17.41741741741742,1013.2454175011733
18.01801801801802,1013.2525230085304
18.61861861861862,1013.2469747795338
19.21921921921922,1013.2485521214936
19.81981981981982,1013.2531134287847
20.42042042042042,1013.2499452707724
21.02102102102102,1013.2557319591866
21.62162162162162,1013.2494020089694
22.22222222222222,1013.2613284715807
22.822822822822822,1013.2646199159657
23.423423423423422,1013.2423458906468
24.024024024024023,1013.25151503671
24.624624624624627,1013.2378144029163
25.225225225225227,1013.2458555411156
25.825825825825827,1013.2518106576816
26.426426426426428,1013.254571238396
27.027027027027028,1013.2493680520082
27.62762762762763,1013.2546626771868
28.22822822822823,1013.2581307257259
28.82882882882883,1013.2524722143654
29.42942942942943,1013.2527677368545
30.03003003003003,1013.2567883473172
30.63063063063063,1013.2503034860525
31.23123123123123,1013.238986631482
31.83183183183183,1013.2515430742258
32.432432432432435,1013.2539932662569
33.033033033033036,1013.2480007976947
33.633633633633636,1013.2481097198676
34.234234234234236,1013.2526932092865
34.83483483483484,1013.245236072828
35.43543543543544,1013.2504218371275
36.03603603603604,1013.2536829985441
36.63663663663664,1013.2523415275339
37.23723723723724,1013.2516802559369
37.83783783783784,1013.2561383321126
38.43843843843844,1013.2494594239125
39.03903903903904,1013.2482952805224
39.63963963963964,1013.2512967069831
40.24024024024024,1013.2508769686922
40.84084084084084,1013.2490729092174
41.44144144144144,1013.2483164892144
42.04204204204204,1013.2572813248934
42.64264264264264,1013.2448964168915
43.24324324324324,1013.2463373089581
43.84384384384384,1013.2551107895621
44.44444444444444,1013.2459527869269
45.04504504504504,1013.2540928643621
